day,hour,temperature,wind,sharedbikes
392,10,205,85,1315
392,11,215,100,1289
392,12,230,50,1745
392,13,240,80,1692
392,14,245,65,1768
392,15,250,90,1887
392,16,250,90,2721
392,17,240,70,4641
392,18,240,65,4478
392,19,240,70,2798
392,20,240,90,1841
392,21,225,105,1405
392,22,210,150,1064
392,23,200,80,876
393,0,195,80,480
393,1,190,120,218
393,2,190,85,173
393,3,190,65,97
393,4,190,60,85
393,5,190,65,162
393,6,190,80,578
393,7,190,100,1729
393,8,190,80,3731
393,9,205,110,2302
393,10,215,100,1261
393,11,215,80,1380
393,12,225,90,1746
393,13,245,55,1928
393,14,235,100,1745
393,15,235,80,1709
393,16,240,110,1943
393,17,235,120,3686
393,18,240,100,3381
393,19,240,90,2363
393,20,230,65,1741
393,21,210,130,1393
393,22,195,120,1139
393,23,190,60,1026
394,0,195,170,315
394,1,190,175,134
394,2,180,195,112
394,3,180,160,53
394,4,170,180,62
394,5,160,180,170
394,6,165,185,747
394,7,170,170,2317
394,8,185,170,4500
394,9,195,170,2311
394,10,205,160,1164
394,11,215,190,1260
394,12,230,195,1593
394,13,235,210,1753
394,14,240,205,1829
394,15,235,205,2091
394,16,230,230,2815
394,17,230,240,4825
394,18,230,195,4646
394,19,220,195,3023
394,20,220,195,2102
394,21,215,130,1324
394,22,210,110,915
394,23,200,205,516
395,0,190,160,357
395,1,180,190,170
395,2,170,140,102
395,3,160,120,64
395,4,160,110,74
395,5,160,110,172
395,6,160,90,872
395,7,170,100,2690
395,8,185,100,4803
395,9,195,100,2387
395,10,200,90,1386
395,11,215,80,1401
395,12,220,130,1788
395,13,225,150,1848
395,14,225,160,1850
395,15,225,180,2161
395,16,220,180,2751
395,17,220,200,4587
395,18,220,150,4688
395,19,220,185,2982
395,20,210,150,1816
395,21,210,160,1419
395,22,200,180,965
395,23,200,180,688
396,0,190,160,343
396,1,180,180,200
396,2,180,180,112
396,3,180,160,61
396,4,180,160,77
396,5,180,195,172
396,6,180,195,800
396,7,190,195,2063
396,8,185,195,2125
396,9,185,200,1766
396,10,195,220,1133
396,11,200,205,985
396,12,205,210,1319
396,13,210,220,1363
396,14,225,180,1433
396,15,240,180,1694
396,16,235,195,2308
396,17,240,205,4319
396,18,240,180,4176
396,19,230,140,2339
396,20,230,130,1638
396,21,220,55,1271
396,22,210,65,994
396,23,200,65,648
397,0,195,95,400
397,1,190,65,225
397,2,180,80,157
397,3,170,75,84
397,4,170,90,82
397,5,160,65,174
397,6,160,75,801
397,7,160,50,2439
397,8,175,60,4593
397,9,190,50,2539
397,10,200,100,1353
397,11,220,160,1341
397,12,225,180,1767
397,13,220,195,1861
397,14,215,195,1714
397,15,205,215,1716
397,16,190,180,2376
397,19,200,140,2464
397,20,195,150,1827
397,21,190,140,1329
397,22,190,140,1183
397,23,190,150,819
398,0,190,130,481
398,1,195,150,242
398,2,185,150,128
398,3,180,170,87
398,4,180,180,90
398,5,180,170,111
398,6,180,175,625
398,7,180,195,2037
398,8,190,200,3907
398,9,185,200,1841
398,10,195,195,1170
398,11,200,195,1097
398,12,215,195,1697
398,13,230,240,1750
398,14,225,230,1831
398,15,225,160,1937
398,16,220,150,2207
398,17,210,150,3776
398,18,210,220,3399
398,19,205,195,2394
398,20,205,180,1638
398,21,200,180,1014
398,22,190,120,962
398,23,200,120,932
399,0,190,75,372
399,1,180,120,203
399,2,170,90,125
399,3,165,100,79
399,4,160,100,79
399,5,155,85,154
399,6,150,100,708
399,7,155,65,2132
399,8,160,90,4299
399,9,170,140,2382
399,10,175,140,1247
399,11,185,160,1254
399,12,190,150,1593
399,13,190,180,1760
399,14,185,190,1389
399,15,180,150,1071
399,16,180,140,1453
399,17,170,160,3662
399,18,170,185,2767
399,19,155,150,1295
399,20,150,100,857
399,21,150,100,390
399,22,150,120,268
399,23,150,130,210
400,0,150,130,110
400,1,150,140,49
400,2,150,90,48
400,3,160,150,40
400,4,160,180,37
400,5,160,130,98
400,6,170,150,594
400,7,180,195,1946
400,8,180,180,3960
400,9,190,195,2213
400,10,200,170,1017
400,11,200,185,702
400,12,195,195,312
400,13,205,180,752
400,14,210,180,736
400,15,220,190,1089
400,16,215,205,1663
400,17,210,200,3367
400,18,210,185,3856
400,19,210,185,2169
400,20,200,180,1491
400,21,200,195,1003
400,22,200,185,790
400,23,200,180,551
401,0,200,200,329
401,1,200,210,166
401,2,200,230,136
401,3,200,240,71
401,4,200,195,60
401,5,200,195,141
401,6,200,185,794
401,7,200,220,2374
401,8,205,275,4546
401,9,205,250,2393
401,10,210,240,1194
401,11,215,270,1182
401,12,220,260,1647
401,13,230,250,1864
401,14,230,270,1795
401,15,230,290,1852
401,16,230,280,2519
401,17,230,310,4601
401,18,215,320,4712
401,19,205,290,3029
401,20,195,240,1911
401,21,185,260,1280
401,22,180,230,975
401,23,175,220,697
402,0,170,220,308
402,1,170,210,176
402,2,170,260,119
402,3,170,210,54
402,4,170,210,56
402,5,160,205,148
402,6,165,210,759
402,7,170,260,2319
402,8,180,270,4614
402,9,180,250,2415
402,10,195,250,1181
402,11,210,240,1287
402,12,215,270,1712
402,13,210,260,1801
402,14,220,250,1671
402,15,220,260,1845
402,16,225,270,2445
402,17,220,280,4440
402,18,220,230,4328
402,19,210,280,2681
402,20,200,240,1731
402,21,195,195,1257
402,22,190,205,1015
402,23,180,185,720
403,0,175,150,92
403,1,170,130,270
403,2,160,140,185
403,3,160,160,97
403,4,150,120,76
403,5,150,130,141
403,6,150,140,708
403,7,165,130,2132
403,9,180,150,2280
403,10,195,120,1333
403,11,215,180,1475
403,12,215,185,1961
403,13,225,150,2020
403,14,230,160,2016
403,15,240,150,2334
403,16,240,160,2946
403,17,235,160,4467
403,18,230,170,3942
403,19,230,180,2568
403,20,215,200,1740
403,21,210,190,1264
403,22,200,195,1003
403,23,185,230,941
404,0,170,280,299
404,1,170,280,118
404,2,170,250,123
404,3,170,250,73
404,4,165,230,52
404,5,160,185,138
404,6,170,250,756
404,7,165,220,2198
404,8,170,230,4183
404,9,185,250,2248
404,10,190,205,1196
404,11,190,210,1271
404,12,195,240,1572
404,13,200,260,1804
404,14,205,230,1701
404,15,200,230,1946
404,16,205,200,2623
404,17,200,190,4714
404,18,200,160,4356
404,19,200,160,2591
404,20,190,170,1550
404,21,185,160,1043
404,22,180,150,735
404,23,170,150,479
405,0,170,140,275
405,1,160,120,133
405,2,150,100,90
405,3,145,130,86
405,4,140,120,55
405,5,135,150,134
405,6,130,190,818
405,7,140,170,2508
405,8,145,160,4666
405,9,155,140,2294
405,10,170,150,1225
405,11,175,160,1427
405,12,185,150,1740
405,13,190,205,1961
405,14,190,180,1741
405,15,190,140,1872
405,16,200,210,2455
405,17,200,195,4447
405,18,195,180,4479
405,19,190,195,2884
405,20,180,210,1756
405,21,175,180,1111
405,22,160,190,860
405,23,150,160,497
406,0,145,170,302
406,1,140,140,132
406,2,135,150,57
406,3,130,160,34
406,4,130,140,51
406,5,125,130,144
406,6,130,150,839
406,7,135,160,2362
406,8,140,160,4443
406,9,150,170,2230
406,10,165,185,1224
406,11,170,150,1225
406,12,170,150,1510
406,13,180,140,1584
406,14,180,100,1602
406,15,190,110,1763
406,16,190,120,2492
406,17,195,130,4505
406,18,190,140,4379
406,19,190,160,2997
406,20,185,120,1877
406,21,180,160,1178
406,22,175,140,922
406,23,175,130,578
407,0,170,120,294
407,1,170,150,180
407,2,165,170,115
407,3,160,150,92
407,4,160,160,75
407,5,160,195,113
407,6,160,195,738
407,7,165,185,2276
407,8,170,180,4334
407,9,170,205,2210
407,10,175,195,1194
407,11,195,220,1269
407,12,190,210,1610
407,13,210,230,1704
407,14,225,230,1799
407,15,225,220,1862
407,16,220,220,2294
407,17,225,260,4211
407,18,220,270,4120
407,19,220,220,2665
407,20,210,200,1735
407,21,200,240,1166
407,22,200,235,945
407,23,190,220,625
408,0,180,195,402
408,1,180,215,196
408,2,180,150,106
408,3,170,160,93
408,4,160,160,82
408,5,160,160,135
408,6,160,150,669
408,7,165,195,2092
408,8,185,160,4017
408,9,200,150,2327
408,10,215,205,1406
408,11,225,210,1592
408,12,245,220,1960
408,13,255,195,2140
408,14,265,220,1960
408,15,275,240,2239
408,16,270,290,2969
408,17,265,270,4377
408,18,265,220,3862
408,19,245,260,2619
408,20,220,270,1902
408,21,195,300,1212
408,22,185,270,1004
408,23,180,225,798
409,0,160,80,392
409,1,160,65,208
409,2,160,60,121
409,3,150,60,98
409,4,150,50,72
409,5,140,40,152
409,6,145,60,761
409,7,155,75,2268
409,8,175,120,4312
409,9,190,200,2280
409,10,195,185,1350
409,11,200,195,1373
409,12,220,195,1781
409,13,220,185,1926
409,14,230,210,1828
409,15,220,240,2099
409,16,220,240,2948
409,17,210,240,5186
409,18,200,220,5001
409,19,190,230,3011
409,20,180,180,1886
409,22,165,140,778
409,23,160,110,405
410,0,150,80,241
410,1,150,90,135
410,2,150,65,73
410,3,145,50,45
410,4,135,65,71
410,5,130,60,124
410,6,135,50,795
410,7,145,50,2452
410,8,165,90,4715
410,9,185,140,2322
410,10,195,120,1300
410,11,210,190,1264
410,12,225,195,1668
410,13,225,175,1754
410,14,225,200,1873
410,15,220,205,2017
410,16,225,210,2687
410,17,210,230,4775
410,18,200,230,4719
410,19,185,215,2975
410,20,185,190,1737
410,21,170,190,1169
411,0,160,100,289
411,1,150,75,169
411,2,150,65,89
411,3,140,60,67
411,4,140,60,66
411,5,140,60,129
411,6,140,60,761
411,7,155,60,2471
411,8,175,75,4667
411,9,200,130,2429
411,10,215,185,1373
411,11,230,180,1411
411,12,240,160,1797
411,13,240,150,1940
411,14,245,170,1807
411,15,245,180,2048
411,16,240,180,2666
411,17,235,180,5016
411,18,225,180,5038
411,19,205,180,3176
411,20,190,130,2032
411,21,190,140,1348
411,22,185,120,962
411,23,180,65,688
412,0,170,60,353
412,1,165,65,190
412,2,160,60,90
412,3,155,70,76
412,4,160,65,75
412,5,160,60,161
412,6,160,65,717
412,7,165,90,2332
412,8,175,90,4533
412,9,195,100,2427
412,10,215,100,1256
412,11,220,110,1360
412,12,230,160,1689
412,13,245,215,1808
412,14,245,230,1771
412,15,235,215,1828
412,16,230,210,2506
412,17,230,185,4391
412,18,215,205,4272
412,19,205,200,2643
412,20,190,240,1787
412,21,180,175,1137
412,22,180,120,898
412,23,180,90,683
413,0,180,110,389
413,1,170,70,241
413,2,170,65,175
413,3,170,80,74
413,4,170,90,100
413,5,170,70,156
413,6,170,70,627
413,7,170,70,1771
413,8,180,90,2624
413,9,180,90,1545
413,10,190,120,844
413,11,190,110,641
413,12,190,110,952
413,13,190,120,802
413,14,195,150,1055
413,15,195,230,1251
413,16,170,185,1350
413,17,180,185,2928
413,18,180,190,2726
413,19,180,185,1892
413,20,180,150,1233
413,21,175,130,837
413,22,170,170,735
413,23,170,170,645
414,0,185,205,259
414,1,190,215,173
414,2,180,210,106
414,3,180,220,46
414,4,180,210,72
414,5,180,200,154
414,6,180,205,645
414,7,180,195,1821
414,8,185,210,3900
414,9,190,220,1999
414,10,205,260,1053
414,11,210,260,1163
414,12,225,210,1456
414,13,235,245,1535
414,14,250,230,1650
414,15,250,250,1792
414,16,260,220,2454
414,17,250,230,4567
414,18,235,205,4475
414,19,230,185,2644
414,20,215,140,1545
414,21,205,150,933
414,22,195,110,716
414,23,185,90,535
415,0,180,65,230
415,1,175,50,201
415,2,170,40,97
415,3,170,0,65
415,4,160,55,83
415,5,155,65,146
415,6,165,40,858
415,7,175,65,2544
415,8,195,70,4634
415,9,225,110,2258
415,10,255,80,1301
415,11,275,140,1276
415,12,280,160,1734
415,13,290,140,1824
415,14,295,180,1890
415,15,300,180,2102
415,16,300,170,2712
415,17,290,160,5008
415,18,285,160,4957
415,19,275,110,2961
415,20,260,80,2052
415,21,235,140,1387
415,22,225,110,1045
415,23,220,100,695
416,0,215,65,123
416,1,210,65,204
416,2,210,30,102
416,3,200,30,60
416,4,200,0,71
416,5,200,20,153
416,6,200,50,879
416,7,215,20,2508
416,8,225,50,4591
416,9,250,55,2376
416,10,270,50,1273
416,11,280,50,1342
416,12,290,40,1687
416,13,300,65,1796
416,14,310,50,1788
416,15,320,60,1887
416,16,325,50,2727
416,17,325,105,4984
416,18,305,140,4916
416,19,290,130,2922
416,20,265,130,1559
416,21,255,100,1153
416,22,230,110,926
416,23,225,170,637
417,0,220,195,323
417,1,215,150,222
417,2,210,85,146
417,3,210,75,90
417,4,210,75,106
417,5,200,120,143
417,6,190,90,786
417,7,200,90,2364
417,8,205,90,4341
417,9,225,70,2303
417,10,245,60,1173
417,11,265,55,1223
417,12,265,70,1613
417,13,265,50,1560
417,14,280,75,1614
417,15,275,75,1826
417,16,280,80,2378
417,17,280,60,4306
417,18,280,65,4238
417,19,265,110,2628
417,20,250,100,1648
417,21,245,75,1132
417,22,240,50,922
417,23,235,30,657
418,0,230,65,320
418,1,230,100,158
418,2,220,190,122
418,3,210,85,81
418,4,210,75,72
418,5,205,160,154
418,6,195,90,647
418,7,200,70,1842
418,8,205,65,3734
418,9,220,90,2117
418,10,225,140,1362
418,11,245,120,1424
418,12,245,90,1848
418,13,250,80,1968
418,14,260,115,1932
418,15,265,140,2247
418,16,270,130,2895
418,17,270,130,4186
418,18,265,90,3453
418,19,255,80,2447
418,20,240,100,1634
418,21,225,90,1199
418,22,215,65,1040
418,23,210,80,815
419,0,170,40,329
419,1,170,65,207
419,2,165,50,146
419,3,160,60,86
419,4,160,70,77
419,5,160,60,164
419,6,155,90,725
419,7,160,90,2276
419,8,180,70,4298
419,9,205,60,2030
419,10,230,75,1118
419,11,245,110,1297
419,12,250,120,1704
419,13,255,90,1802
419,14,260,110,1868
419,15,265,90,1895
419,16,260,90,2611
419,17,255,120,4889
419,18,245,130,4703
419,19,230,140,3006
419,20,220,110,1787
419,21,205,100,1124
419,22,200,70,817
419,23,185,65,514
420,0,180,60,372
420,1,175,65,221
420,2,170,65,94
420,3,170,65,84
420,4,165,65,69
420,5,160,80,143
420,6,160,110,836
420,7,170,120,2697
420,8,180,120,4807
420,9,200,170,2192
420,10,205,160,1208
420,11,210,225,1189
420,12,220,220,1644
420,13,235,200,1683
420,14,235,205,1604
420,15,230,195,1829
420,16,230,195,2376
420,17,230,175,4522
420,18,230,170,4656
420,19,220,215,2750
420,20,210,230,1515
420,21,200,190,1134
420,22,190,195,853
420,23,180,185,511
421,0,180,150,322
421,1,170,160,186
421,2,165,160,89
421,3,160,110,56
421,4,160,120,64
421,5,150,110,133
421,6,150,120,811
421,7,160,110,2663
421,8,165,90,4631
421,9,180,65,2365
421,10,195,120,1252
421,11,210,150,1205
421,12,210,140,1723
421,13,225,120,1784
421,14,225,130,1734
421,15,235,140,1897
421,16,240,140,2549
421,17,235,160,4573
421,18,230,180,4690
421,19,225,170,2776
421,20,205,170,1672
421,21,190,170,1156
421,22,185,180,939
422,0,175,130,214
422,1,170,140,115
422,2,160,110,61
422,3,160,90,37
422,4,160,80,52
422,5,160,65,110
422,6,150,80,456
422,7,155,80,1114
422,8,155,75,2626
422,9,160,75,1487
422,10,170,100,874
422,11,175,80,765
422,12,190,90,1121
422,13,205,65,1291
422,14,215,75,1247
422,15,220,120,1397
422,16,220,130,2025
422,17,225,120,4014
422,18,230,100,3725
422,19,230,100,2179
422,20,220,100,1200
422,21,220,90,799
422,22,220,70,603
422,23,220,100,361
423,0,220,150,190
423,1,215,110,170
423,2,210,130,90
423,3,210,110,51
423,4,210,130,58
423,5,210,120,154
423,6,210,120,823
423,7,210,130,2670
423,8,210,130,4787
423,9,215,100,2333
423,10,230,80,1076
423,11,235,100,1126
423,12,230,130,1488
423,13,235,90,1528
423,14,235,110,1510
423,15,240,110,1732
423,16,240,60,2264
423,17,240,70,4494
423,18,240,70,4626
423,19,230,80,2661
423,20,230,100,1489
423,21,215,80,1085
423,22,205,80,770
423,23,200,90,454
424,0,195,65,260
424,1,200,60,178
424,2,200,70,116
424,3,195,80,57
424,4,190,90,59
424,5,195,35,157
424,6,195,60,813
424,7,200,65,2715
424,8,200,70,4799
424,9,205,90,2433
424,10,215,110,1226
424,11,235,100,1183
424,12,255,110,1457
424,13,270,120,1558
424,14,275,120,1599
424,15,280,90,1721
424,16,280,100,2497
424,17,275,100,4657
424,18,265,140,4843
424,19,250,130,2970
424,20,225,100,1718
424,21,220,130,1231
424,22,205,120,962
424,23,190,140,607
425,0,180,130,318
425,1,170,170,202
425,2,170,120,95
425,3,170,100,67
425,4,170,100,63
425,5,175,80,171
425,6,180,65,810
425,7,195,50,2759
425,8,210,240,5027
425,9,210,280,2665
425,10,215,270,1302
425,11,230,285,1227
425,12,230,270,1755
425,13,235,295,1705
425,14,235,260,1728
425,15,240,275,1870
425,16,230,270,2453
425,17,230,260,4540
425,18,225,240,4608
425,19,215,215,2773
425,20,195,195,1599
425,21,190,200,1181
425,22,175,140,922
425,23,170,120,715
426,0,165,110,358
426,1,160,150,223
426,2,170,90,132
426,3,170,110,106
426,4,170,130,88
426,5,180,140,151
426,6,180,150,750
426,7,180,150,2317
426,8,185,160,4596
426,9,200,195,2316
426,10,200,195,1296
426,11,215,210,1254
426,12,210,250,1684
426,13,215,260,1760
426,14,220,230,1591
426,15,220,270,1705
426,16,215,260,2147
426,17,220,230,4042
426,18,215,200,3437
426,19,210,160,2277
426,20,205,140,1231
426,21,200,130,1014
426,22,195,150,918
426,23,190,140,758
427,0,155,70,277
427,1,145,90,171
427,2,140,90,112
427,3,150,70,52
427,4,150,65,73
427,5,150,65,152
427,6,160,40,805
427,7,180,80,2699
427,8,180,130,4924
427,9,205,130,2448
427,10,220,170,1179
427,11,225,160,1194
427,12,235,180,1700
427,13,250,180,1623
427,14,260,150,1636
427,15,250,160,1784
427,16,250,130,2493
427,17,250,110,4861
427,18,245,100,4680
427,19,235,70,2717
427,20,230,90,1499
427,21,225,130,964
427,22,220,150,762
427,23,220,160,456
428,0,210,150,261
428,1,205,95,142
428,2,195,75,91
428,3,190,75,67
428,4,190,80,60
428,5,190,70,178
428,6,190,85,948
428,7,190,95,3018
428,8,205,130,5342
428,9,225,140,2572
428,10,255,170,1311
428,11,295,215,1351
428,12,305,210,1757
428,13,325,185,1782
428,14,330,195,1820
428,15,330,185,1873
428,16,325,180,2722
428,17,315,160,5189
428,18,300,150,5297
428,19,255,120,3026
428,20,245,150,1782
428,21,235,140,1294
428,22,225,120,1060
428,23,220,70,630
429,0,215,65,345
429,1,210,75,161
429,2,205,70,104
429,3,205,70,47
429,4,210,100,90
429,5,200,70,184
429,6,200,110,924
429,7,210,110,3087
429,8,225,140,5422
429,9,245,170,2708
429,10,265,100,1387
429,11,270,140,1435
429,12,265,155,1819
429,13,255,160,1983
429,14,265,170,1796
429,15,275,120,1959
429,16,275,120,2717
429,17,260,150,5120
429,18,260,110,5345
429,19,245,100,2999
429,20,230,90,1830
429,21,220,60,1306
429,22,215,50,1035
429,23,205,0,675
430,0,200,60,373
430,1,195,0,208
430,2,190,50,105
430,3,185,20,81
430,4,180,20,96
430,5,180,20,176
430,6,180,30,913
430,7,195,35,2929
430,8,205,55,5295
430,9,220,120,2671
430,10,240,140,1465
430,11,255,160,1405
430,12,270,130,1780
430,13,285,110,1908
430,14,300,110,1689
430,15,295,80,1947
430,16,280,130,2542
430,17,265,190,4680
430,18,245,185,4628
430,19,225,180,2626
430,20,215,160,1586
430,21,210,150,1238
430,22,210,140,1039
430,23,200,120,755
431,0,200,110,429
431,1,190,150,265
431,2,190,120,147
431,3,190,120,111
431,4,190,170,79
431,5,190,180,71
431,6,185,160,242
431,7,175,165,709
431,8,170,110,1381
431,9,170,120,1007
431,10,170,160,565
431,11,160,240,437
431,12,160,190,735
431,13,160,170,945
431,14,160,230,724
431,15,165,200,1142
431,16,175,205,1942
431,17,180,170,3467
431,18,180,175,2700
431,19,170,195,1738
431,20,165,200,1025
431,21,160,200,754
431,22,155,220,758
431,23,150,200,594
432,0,180,65,275
432,1,180,110,169
432,2,170,80,114
432,3,170,40,98
432,4,170,60,72
432,5,170,65,159
432,6,165,65,766
432,7,160,55,2572
432,8,165,70,4708
432,9,175,75,2225
432,10,180,80,1130
432,11,200,60,1126
432,12,205,30,1448
432,13,200,50,1443
432,14,200,70,1454
432,15,200,80,1636
432,16,200,75,2150
432,17,190,130,3493
432,18,190,100,3207
432,19,180,80,1722
432,20,180,80,1206
432,21,175,100,872
432,22,170,80,633
432,23,170,60,431
433,0,165,60,224
433,1,160,65,135
433,2,160,50,120
433,3,160,40,78
433,4,160,50,74
433,5,160,60,161
433,6,160,65,888
433,7,160,65,2740
433,8,160,80,4934
433,9,155,90,2494
433,10,160,90,1156
433,11,160,100,1063
433,12,165,70,1424
433,13,170,70,1410
433,14,180,60,1386
433,15,180,70,1595
433,16,190,65,2343
433,17,190,65,4507
433,18,180,70,4423
433,19,180,55,2400
433,20,175,50,1405
433,21,170,50,1017
433,22,170,50,799
433,23,170,50,516
434,0,165,80,241
434,1,160,70,179
434,2,160,60,91
434,3,160,50,76
434,4,155,65,68
434,5,150,80,168
434,6,150,70,856
434,7,150,60,2822
434,8,160,80,5188
434,9,165,80,2518
434,10,185,65,1336
434,11,210,110,1304
434,12,215,120,1678
434,13,225,120,1770
434,14,220,140,1653
434,15,225,160,1819
434,16,220,180,2492
434,17,210,130,4720
434,18,200,140,4615
434,19,190,90,2580
434,20,180,80,1473
434,21,170,70,1109
434,22,160,90,928
434,23,160,55,583
435,0,165,55,325
435,1,160,65,172
435,2,160,60,151
435,3,160,65,89
435,4,160,60,80
435,5,160,80,166
435,6,160,100,837
435,7,160,110,2718
435,8,160,130,4992
435,9,170,130,2511
435,10,185,140,1339
435,11,190,160,1333
435,12,200,170,1680
435,13,190,160,1637
435,14,190,170,1220
435,15,190,110,1563
435,16,190,140,2332
435,17,200,160,4293
435,18,190,150,4195
435,19,180,100,2438
435,20,170,100,1430
435,21,165,120,1075
435,22,165,120,860
435,23,160,130,607
436,0,160,120,340
436,1,145,70,200
436,2,140,90,134
436,3,130,90,97
436,4,130,80,74
436,5,120,70,148
436,6,120,100,695
436,7,120,90,2325
436,8,135,100,4533
436,9,145,100,2476
436,10,165,120,1431
436,11,175,100,1548
436,12,185,80,1845
436,13,200,100,1950
436,14,200,100,1962
436,15,200,120,2069
436,16,190,150,2756
436,17,190,150,4474
436,18,180,150,3637
436,19,165,120,2064
436,20,155,120,1235
436,21,145,120,964
436,22,140,90,851
436,23,140,60,720
437,0,140,90,214
437,1,130,90,106
437,2,130,70,70
437,3,130,80,50
437,4,130,80,47
437,5,130,75,157
437,6,130,80,785
437,7,140,65,2421
437,8,145,85,4525
437,9,155,120,2342
437,10,160,100,1134
437,11,170,120,1146
437,12,165,100,1384
437,13,180,160,1267
437,14,180,190,1305
437,15,190,160,1556
437,16,185,170,2125
437,17,185,160,4338
437,18,175,150,4346
437,19,165,80,2254
437,20,160,90,1294
437,21,145,70,873
437,22,140,60,657
437,23,130,70,378
438,0,130,70,161
438,1,130,65,121
438,2,130,65,52
438,3,150,95,53
438,4,155,110,53
438,5,145,130,146
438,6,145,100,883
438,7,155,90,2710
438,8,170,140,5023
438,9,180,215,2479
438,10,190,230,1233
438,11,190,270,1150
438,12,185,230,1447
438,13,180,200,1399
438,14,190,220,1374
438,15,190,205,1531
438,16,200,195,2014
438,17,190,210,4195
438,18,190,180,3961
438,19,190,190,2301
438,20,185,160,1316
438,21,180,120,1004
438,22,180,110,710
438,23,175,150,435
439,0,170,150,236
439,1,160,150,149
439,2,155,205,73
439,3,145,250,54
439,4,140,220,54
439,5,140,205,147
439,6,140,195,858
439,7,140,150,2802
439,8,145,230,4967
439,9,165,240,2607
439,10,185,210,1269
439,11,200,230,1266
439,12,210,250,1700
439,13,215,250,1706
439,14,215,250,1545
439,15,235,260,1758
439,16,225,200,2397
439,17,220,180,4406
439,18,205,205,4337
439,19,190,185,2393
439,20,185,170,1381
439,21,175,215,1080
439,22,170,240,828
439,23,175,260,516
440,0,180,210,274
440,1,180,250,144
440,2,190,240,106
440,3,185,220,79
440,4,180,200,60
440,5,180,250,162
440,6,180,260,722
440,7,180,240,2389
440,8,185,240,4775
440,9,185,250,2229
440,10,165,310,746
440,11,165,230,806
440,12,175,230,1353
440,13,190,230,1442
440,14,190,325,1435
440,15,200,300,1629
440,16,190,305,2174
440,17,190,260,4152
440,18,180,300,3952
440,19,170,260,2167
440,20,160,220,1333
440,21,150,220,1037
440,22,145,210,773
440,23,140,190,572
441,0,140,210,286
441,1,140,170,201
441,2,135,160,113
441,3,130,170,77
441,4,130,170,89
441,5,130,150,158
441,6,130,150,681
441,7,130,120,2359
441,8,135,140,4551
441,9,155,185,2510
441,10,165,220,1409
441,11,170,250,1435
441,12,175,195,1335
441,13,180,205,1715
441,14,190,215,1632
441,15,185,240,1725
441,16,190,220,2472
441,17,180,205,4091
441,18,170,185,3393
441,19,160,130,1545
441,20,145,130,662
441,21,140,70,503
441,22,140,70,408
441,23,130,70,403
442,0,115,60,191
442,1,100,20,106
442,2,100,40,78
442,3,95,50,32
442,4,90,40,51
442,5,90,50,127
442,6,80,50,633
442,7,85,60,2442
442,8,100,55,4652
442,9,120,40,2272
442,10,135,20,1121
442,11,150,110,1194
442,12,160,100,1418
442,13,170,75,1532
442,14,180,90,1520
442,15,180,85,1650
442,16,180,120,2420
442,17,175,130,4638
442,18,165,90,4278
442,19,155,70,2195
442,20,140,100,1266
442,21,140,30,878
442,22,135,20,553
442,23,130,50,335
443,0,130,60,160
443,1,125,30,104
443,2,130,90,86
443,3,120,60,61
443,4,120,30,78
443,5,115,40,137
443,6,125,0,793
443,7,120,65,2734
443,8,135,130,5117
443,9,155,260,2549
443,10,165,290,1239
443,11,165,290,1181
443,12,175,300,1520
443,13,170,270,1641
443,14,170,305,1481
443,15,170,350,1637
443,16,165,350,2265
443,17,160,320,4348
443,18,160,305,4230
443,19,155,305,2194
443,20,160,295,1327
443,21,155,290,887
443,22,150,240,614
443,23,150,260,424
444,0,150,250,196
444,1,150,270,105
444,2,145,250,67
444,3,140,230,45
444,4,140,230,62
444,5,130,200,162
444,6,130,190,803
444,7,130,205,2710
444,8,140,290,5322
444,9,150,320,2481
444,10,160,380,1235
444,11,155,410,1124
444,12,160,380,1524
444,13,160,390,1518
444,14,160,390,1425
444,15,155,390,1569
444,16,150,390,2185
444,17,140,330,4279
444,18,140,305,3826
444,19,130,250,2015
444,20,130,220,1316
444,21,130,230,901
444,22,130,220,705
444,23,120,170,418
445,0,120,160,245
445,1,120,110,173
445,2,130,140,87
445,3,130,170,59
445,4,125,180,57
445,5,130,175,129
445,6,130,130,709
445,7,120,130,2611
445,8,125,170,5033
445,9,130,210,2496
445,10,140,290,1206
445,11,140,300,1103
445,12,140,260,1448
445,13,150,305,1536
445,14,145,220,1384
445,15,150,280,1552
445,16,150,270,2235
445,17,140,240,3999
445,18,135,220,3663
445,19,130,190,1892
445,20,130,195,1236
445,21,125,110,877
445,22,125,100,764
445,23,125,90,511
446,0,135,130,344
446,1,140,180,170
446,2,140,180,139
446,3,140,130,98
446,4,135,90,72
446,5,135,80,128
446,6,135,95,640
446,7,140,110,2175
446,8,130,65,4543
446,9,130,65,2203
446,10,140,65,1093
446,11,135,100,1171
446,12,140,110,1330
446,13,140,130,1510
446,14,140,140,1403
446,15,145,110,1613
446,16,150,130,2316
446,17,150,130,3824
446,18,150,120,3134
446,19,150,100,1785
446,20,140,90,1048
446,21,140,70,830
446,22,140,120,742
446,23,130,110,739
447,0,110,80,155
447,1,95,60,88
447,2,90,60,62
447,3,90,40,45
447,4,80,55,37
447,5,80,55,140
447,6,80,70,670
447,7,80,80,2419
447,8,85,90,4689
447,9,100,110,2347
447,10,105,100,1114
447,11,115,150,1131
447,12,130,160,1289
447,13,130,160,1326
